x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,value,Timestamp
1,2,2,2,-2,0,1,0,-1,2,-1,-1,-2,-2,1,5.200058730719189,7
-1,-1,-1,0,-2,1,-1,2,0,-1,0,1,1,2,1,4.21454285630703,12
-2,1,-2,1,2,-1,1,0,0,-1,0,-1,0,0,1,4.031153985980225,16
2,-1,-2,1,2,0,2,1,1,-2,0,0,-1,-1,-1,4.706863755768467,21
-2,1,2,2,-1,-1,0,1,0,1,0,0,-1,0,1,4.031153985980225,25
-2,0,0,0,2,1,2,-1,2,0,1,-1,0,0,0,4.124259872794621,30
-2,2,2,0,-2,-1,2,-2,0,1,1,2,2,0,-2,5.513140985892029,34
2,2,2,2,2,0,2,2,-1,-2,1,-1,0,-2,-1,5.572535584231876,39
0,-2,-2,-1,-2,-1,2,-1,0,1,0,0,-1,2,-2,4.855407179766363,43
1,0,2,-1,0,-1,2,-1,-1,0,-1,-1,-1,0,-2,4.124259872794621,47
1,-1,-2,2,2,-2,1,-2,2,-1,2,2,1,2,2,5.855552955621501,52
-1,2,2,-2,-2,0,1,0,2,-2,-1,0,-1,2,-1,5.133886902504635,56
2,-1,2,1,-1,-2,-2,2,0,-2,0,2,-2,-2,2,5.745001683838307,60
-1,-1,-1,-1,-1,-2,-1,2,1,0,0,2,2,1,-1,4.55116827767262,65
-2,-2,-2,1,0,2,0,2,-2,1,1,0,-2,-1,1,5.133886902504635,69
-2,0,-2,1,-1,-2,1,-1,-2,1,2,-1,-1,-1,-2,5.066401964042267,74
-2,-1,-2,2,0,2,2,-1,0,-2,2,1,0,0,0,4.997540442167399,890
-2,2,2,2,1,0,-2,2,-2,2,-2,-1,-2,0,2,5.909592323411637,1742
-1,0,2,1,1,2,2,0,2,2,0,-2,-1,1,1,4.927233671124704,2622
-1,1,1,1,-1,0,2,-2,0,0,0,2,-2,2,0,4.55116827767262,2670
-2,1,0,2,0,2,-1,-1,-2,-2,0,0,0,2,1,4.781979982624225,3370
-2,0,-2,1,-1,2,1,-2,-2,-2,1,1,0,0,2,5.133886902504635,4081
-2,-2,0,2,1,0,-2,2,1,1,1,-2,2,0,2,5.328694110864067,4989
-2,1,2,2,0,-1,0,1,1,1,0,0,0,0,1,3.9349958554848574,5907
2,1,-1,-2,1,-1,1,1,2,2,-1,0,1,-1,1,4.629961873718873,6771
-2,1,2,2,0,-1,0,2,2,1,0,2,2,0,1,5.066401964042267,7773
-1,2,2,0,2,-2,2,2,2,2,0,0,2,0,-1,5.452730638548356,8756
-2,1,1,2,2,-2,0,-2,2,2,0,0,2,1,1,5.328694110864067,9760
0,0,2,2,1,-1,-2,2,2,-2,-1,-1,1,1,-1,4.997540442167399,9804
1,2,2,2,-2,0,1,0,-1,-2,-2,1,1,2,0,5.133886902504635,9861
-1,1,2,2,2,-1,1,1,2,1,1,-1,2,0,1,4.855407179766363,10778
-2,1,2,2,2,-1,0,2,1,1,0,0,0,0,1,4.55116827767262,11671
1,-1,1,2,1,2,2,0,0,-1,-1,1,-2,-2,1,4.781979982624225,11844
-2,1,2,2,2,-1,-1,1,2,0,0,-1,2,0,1,4.927233671124704,12660
-2,1,2,2,2,-1,0,1,2,1,0,0,2,0,2,5.066401964042267,13568
0,0,1,0,-1,1,2,-1,2,0,-1,1,0,0,-1,3.6253849384403627,14349
-2,0,2,0,-1,-1,2,-1,2,-2,-2,-1,0,2,-1,5.133886902504635,15303
2,0,2,2,2,1,2,-1,0,1,-2,2,1,0,-1,5.133886902504635,16326
0,0,0,0,2,1,1,-1,-2,0,1,-2,0,0,-2,4.124259872794621,17274
2,0,-2,0,-1,2,1,-1,-2,1,-2,2,0,0,0,4.781979982624225,18116
-1,0,0,1,-1,2,0,-1,-1,0,-2,2,0,0,0,3.83552368243263,18966
2,0,2,0,-1,1,2,-1,2,0,-1,1,1,1,-1,4.470366137487645,19903
1,0,2,-1,0,-1,2,-1,2,0,-1,1,1,0,-2,4.387426259560009,20795
0,0,2,-1,-2,-1,2,-1,2,0,-1,-2,0,-2,1,4.855407179766363,21608
2,0,2,2,-1,2,2,-1,2,0,-1,2,0,0,2,5.26497626139572,22458
-1,0,-1,2,0,2,-1,-1,0,0,-1,2,0,2,-1,4.3022051790294995,23338
0,-1,1,2,-1,2,-2,-1,-2,0,-1,2,0,2,-1,4.927233671124704,24292
0,0,0,-1,0,2,-2,-1,2,0,0,-1,0,-1,-1,3.83552368243263,25150
1,0,1,-1,-2,-2,0,-1,0,0,-1,1,0,-1,-2,4.031153985980225,25991
0,0,1,2,2,2,-1,0,-2,0,-2,2,-1,-1,-1,4.855407179766363,26878
-1,0,1,2,2,-2,0,-1,0,0,-2,2,0,-1,-1,4.55116827767262,27825
0,-1,0,0,-2,-1,-1,-1,2,0,-1,2,0,2,-1,4.3022051790294995,28703
-1,0,-1,0,-2,2,-2,-1,-2,0,-2,2,0,-1,-1,4.855407179766363,29579
1,2,1,0,-2,-2,0,-1,2,0,-1,2,0,-1,-2,4.855407179766363,30472
0,0,1,-1,0,2,-2,-1,2,0,0,0,0,2,-1,4.124259872794621,31419
1,0,1,0,-2,-2,2,-1,2,0,-1,2,0,-1,-2,4.855407179766363,32247
0,1,1,0,2,2,2,-1,2,0,-1,1,0,0,0,4.21454285630703,33206
0,2,1,1,-2,-2,1,-1,2,0,2,0,0,0,-1,4.55116827767262,34207
-1,1,1,0,2,2,2,-1,-2,0,-2,-1,0,2,-1,4.927233671124704,35152
-1,2,-1,2,0,1,2,-1,2,0,2,1,0,-1,-1,4.706863755768467,36124
0,0,0,0,1,2,-2,-1,2,0,0,0,0,-1,-1,3.7324364042112532,37106
0,0,2,1,-1,2,2,-1,2,0,-1,2,0,0,-1,4.55116827767262,38152
-2,-2,0,2,2,2,0,-1,1,0,1,2,0,-2,-1,5.066401964042267,39218
-2,-2,0,1,2,-2,-2,-2,1,-1,-1,-1,1,1,0,4.997540442167399,39447
1,0,1,0,0,2,-2,-1,2,0,0,2,0,-1,-1,4.21454285630703,40627
-2,0,1,-1,2,1,2,-1,2,0,2,-2,0,2,-1,5.133886902504635,41739
-1,-2,0,0,0,2,2,-2,-2,0,0,1,0,0,0,4.3022051790294995,42725
0,-1,1,0,0,2,-2,-1,2,0,-1,0,0,0,-1,3.83552368243263,43702
0,-2,0,0,-1,2,0,-1,2,0,-1,0,0,0,-1,3.7324364042112532,44644
0,2,1,0,2,1,2,-1,2,1,-2,1,0,-2,-1,4.927233671124704,45935
0,0,2,0,0,1,2,-1,2,0,-1,2,0,0,-1,4.124259872794621,46907
0,0,1,0,-1,1,2,-1,2,0,-1,1,2,0,-1,4.031153985980225,47809
-1,2,0,1,1,2,1,0,0,0,-1,0,0,-1,0,3.513960746010842,48765
-1,-2,-1,1,0,2,1,0,0,0,0,2,1,1,0,3.9349958554848574,49794
-1,2,0,1,-2,2,2,0,0,0,0,-2,-1,0,0,4.387426259560009,51032
-1,1,-2,1,1,0,-2,1,-2,-1,0,1,1,2,-2,4.781979982624225,51291
0,2,-2,-1,0,1,0,0,1,0,1,0,-1,-1,-1,3.6253849384403627,52368
0,0,0,-1,0,2,-2,-1,2,0,0,1,0,-1,-1,3.83552368243263,53565
0,2,0,0,0,1,2,0,1,0,-1,1,0,-1,0,3.397680636358935,54696
-1,2,-1,0,0,-2,-2,1,1,0,-1,0,0,-2,0,4.21454285630703,55759
-1,2,0,0,-2,1,2,1,1,0,-1,1,0,0,1,4.031153985980225,56832
0,2,0,0,0,2,2,1,1,0,0,0,0,-2,0,3.9349958554848574,57923
0,2,-2,2,2,1,-2,0,1,0,-1,0,1,-1,-1,4.629961873718873,59105
0,2,0,0,0,2,2,1,1,0,-1,1,0,0,0,3.7324364042112532,60338
0,2,0,0,0,1,2,0,2,0,-1,1,0,0,0,3.6253849384403627,61351
-2,2,0,0,0,2,2,0,0,0,1,1,-1,0,2,4.387426259560009,62492
0,-1,-1,0,1,1,-2,0,1,0,-1,-2,0,-1,-2,4.031153985980225,63563
0,0,1,0,-1,2,2,-1,1,0,-2,1,0,-1,0,3.9349958554848574,64740
-1,2,1,0,1,0,-2,2,0,0,-2,0,0,-1,0,4.124259872794621,65861
-1,-2,0,0,1,1,2,0,0,0,0,1,-1,0,0,3.397680636358935,66902
-1,2,0,0,0,1,-2,0,1,0,2,1,0,0,-1,3.83552368243263,67928
-1,2,-1,0,0,1,2,0,0,0,-2,1,0,-1,0,3.83552368243263,69065
0,-2,0,0,1,1,2,0,0,0,0,1,-1,0,0,3.2759661863843736,70282
0,0,0,0,0,1,2,-1,1,-2,0,1,0,0,1,3.397680636358935,71273
0,-2,0,0,1,1,2,0,0,0,0,1,0,0,0,3.148115238272134,72374
0,2,0,1,0,0,2,0,0,2,0,0,0,0,0,3.397680636358935,73483
2,-2,-1,-2,2,1,0,0,-1,2,2,0,0,-1,-2,5.066401964042267,74532
0,0,0,0,2,0,-2,0,0,-1,0,0,0,0,0,2.8703147202665,75612
0,-1,0,0,2,0,-1,-1,0,-2,1,0,0,-1,0,3.397680636358935,76706
0,1,0,0,2,0,-2,0,0,-1,0,0,0,0,0,3.0132613985096453,77861
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1.4085350970092283,78851
0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1.7111871278556596,80039
0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1.7111871278556596,81312
0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1.7111871278556596,82359
1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1.7111871278556596,83428
0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1.7111871278556596,84655
0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1.7111871278556596,85636
0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1.7111871278556596,86737
0,0,0,-1,0,0,0,0,0,1,0,0,0,1,0,1.7111871278556596,87963
0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1.7111871278556596,89004
0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1.7111871278556596,89983
2,-2,-1,-1,-2,0,2,1,0,0,0,-2,-1,-2,1,4.855407179766363,90094
0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1.7111871278556596,90946
0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1.7111871278556596,91868
0,0,0,-1,0,0,1,0,0,0,0,-1,0,1,0,1.9625037237488283,92864
0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1.7111871278556596,93773
-2,-1,-1,-2,-1,0,2,1,-1,2,-2,2,0,0,0,4.855407179766363,93867
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.440892098500626e-16,94808
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0065820473243012,95928
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0065820473243012,96993
