x1,value,Timestamp
1.5270695233044975,7.6086889066659324,5
-3.262399263199223,11.3781026905191,9
-2.1667999724964893,8.104215233708276,303
-3.1779240556553914,10.576868669070379,558
-2.7794527121573216,10.045038045532888,572
-1.3287093602640372,6.763427812312887,849
-1.8133973585318293,7.3282309908935055,1098
-0.6153857355458641,4.561300134826006,1112
0.098510034196857,0.850455064970586,1364
0.018976834171830603,0.0949951101362676,1630
-0.1386511215784525,1.3613160354707756,1888
0.8568106566842237,4.005571063146743,2171
