x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,value,Timestamp
-1,1,2,2,-2,-1,2,2,0,-1,-2,-1,1,0,2,5.200058730719189,10
-1,1,2,-1,-1,-2,0,0,1,2,-1,-1,1,1,1,4.3022051790294995,15
2,0,2,2,0,0,-2,2,-2,1,-2,-2,0,0,-1,5.200058730719189,20
-1,-2,-1,2,0,2,2,-2,0,-2,2,-2,0,-2,2,5.688430545227675,26
1,1,0,-2,1,0,1,0,1,2,2,1,-1,2,2,4.706863755768467,30
1,-2,-1,1,2,1,-1,0,1,1,0,-1,2,-1,1,4.3022051790294995,34
2,-1,0,0,2,1,1,-1,-1,-2,2,2,1,1,-1,4.781979982624225,39
-1,-1,-2,-2,2,2,1,0,2,-2,1,1,-2,1,2,5.452730638548356,44
-2,-2,0,0,0,1,2,1,2,0,0,2,2,-1,0,4.706863755768467,49
2,1,1,0,1,-2,2,2,-1,-2,0,0,-2,2,2,5.328694110864067,53
1,-2,0,2,-1,1,-2,1,-2,-2,-2,-1,1,-2,-1,5.26497626139572,58
2,-2,-1,0,-2,-2,0,0,1,-2,0,-1,1,-2,-2,5.066401964042267,63
2,2,1,-2,-2,-1,0,0,2,-1,1,1,0,2,-1,4.927233671124704,69
2,2,-1,0,1,1,2,-1,0,2,2,0,-2,-1,0,4.855407179766363,74
1,1,-2,-2,2,1,-1,-1,2,1,2,-2,1,-2,-1,5.328694110864067,78
2,2,-1,0,0,-1,2,-2,-2,2,0,2,0,-2,-1,5.26497626139572,83
-2,0,2,0,1,-1,0,-2,1,0,-1,-1,2,2,0,4.55116827767262,1050
-2,0,-1,-2,-2,2,-1,-1,2,2,-2,-1,2,-1,0,5.391263105430198,2031
-2,1,1,-1,-1,-2,2,-2,1,-2,0,-2,2,-1,0,5.200058730719189,2914
1,0,-1,1,-1,1,-1,-2,2,0,-1,-1,-1,2,2,4.55116827767262,3856
-2,2,-1,2,2,-2,-1,-2,1,1,-2,1,-1,-2,1,5.513140985892029,4889
-2,-2,-1,2,2,1,-1,-2,1,1,1,-2,2,-1,1,5.328694110864067,5987
-1,2,-1,1,1,0,0,2,0,0,1,1,-2,-2,1,4.387426259560009,6827
-1,-1,2,1,-2,0,-1,2,2,-1,-1,-1,-2,-1,2,5.066401964042267,7661
-2,-1,1,0,-1,1,-2,2,1,2,1,-1,-2,1,2,5.066401964042267,8474
-2,-1,0,1,0,-2,-1,-1,-2,2,0,2,2,-1,2,5.133886902504635,9298
-2,-1,-2,1,1,1,0,1,1,2,0,2,2,2,1,4.997540442167399,10140
-1,0,-2,1,1,1,-1,1,1,2,-2,-1,2,0,1,4.55116827767262,10994
-1,1,0,1,2,0,0,1,0,0,2,1,0,-2,1,3.9349958554848574,11838
2,0,-1,-2,0,-1,2,-1,-2,-2,2,1,-2,1,-2,5.391263105430198,11863
-2,2,0,1,2,1,-2,-2,-2,0,2,-1,-1,-2,-2,5.572535584231876,12743
