x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,value,Timestamp
0,0,1,-2,1,1,-2,1,1,0,1,-2,0.8111339456659636,17
-1,2,1,-1,2,0,2,0,-1,-2,-2,-1,0.9892679418618123,21
-2,2,-2,2,-2,2,-1,2,-2,1,0,-2,1.0121864350181526,25
1,2,-2,0,-2,-2,0,2,-1,1,0,-2,0.9983983831400259,29
0,2,2,0,-2,-2,1,2,0,2,0,0,0.990851885865151,33
1,-2,-2,-1,-2,1,0,-2,-1,-1,2,-2,0.9991591452649117,36
-2,2,2,0,2,2,-2,-1,-1,2,2,2,1.0135371476307362,40
2,-1,-2,0,-2,2,-1,-1,2,2,0,0,1.0370454964284488,44
0,-2,2,-2,0,1,-2,-2,2,-1,0,-2,0.9966784879887499,47
1,0,0,0,1,-2,1,2,0,-2,-1,1,0.8302141791876425,50
-2,1,-2,0,1,1,0,1,1,-1,2,1,1.0751478026147245,55
0,-1,-1,2,-2,2,-1,2,1,-2,0,2,0.9404251292901302,59
-1,0,1,1,1,-1,-1,-1,-1,0,1,2,0.7864966534023187,63
-2,0,1,-1,2,-2,1,2,1,0,1,-1,1.0856696447983774,841
0,1,-1,2,0,0,-1,0,-2,-2,-2,-1,0.8449029995650692,863
-1,0,1,-2,2,-2,-1,2,0,0,2,-1,0.947505667285394,1677
-1,0,-1,2,1,1,0,0,-1,-2,1,-2,0.8810535016481129,2390
-2,0,-1,1,1,1,0,-1,-1,-2,1,1,1.1697525603914984,3074
-1,0,1,-2,0,0,0,-1,-1,-1,1,1,0.8140946919760956,3772
-1,2,-2,-2,1,-2,1,2,2,-2,-2,2,1.0062382829053542,4477
-2,0,-2,0,-2,1,2,0,-1,1,2,1,1.055860589953765,4499
2,1,-1,1,1,-1,0,-1,1,1,1,-1,1.151984255337401,5216
-1,1,1,2,1,0,-1,-1,1,-1,1,1,0.8833084305007569,5922
1,0,1,-1,1,0,1,1,1,0,1,2,0.7668383359746862,6692
2,1,0,-1,1,-2,0,0,1,0,1,2,1.1338610013244268,7402
0,0,0,1,1,-1,-2,-1,2,0,-1,2,0.6925180575683878,8161
-1,0,-1,1,0,-1,-2,0,2,0,-1,2,0.8374084356143211,8874
-1,0,1,1,1,-1,0,-1,-1,0,1,2,0.7697858707101382,9585
1,1,0,1,1,-1,-2,-2,2,0,2,2,0.9167485454736658,10354
-1,0,0,-1,1,-1,2,-1,2,2,2,2,0.8890732324039929,11281
2,-1,-1,2,2,1,2,2,0,2,0,2,1.038514764508189,11306
0,0,0,2,1,-1,-2,-1,2,0,-1,2,0.813075622029515,12033
2,0,2,1,1,-2,-2,0,2,-1,0,2,1.0482548595410455,12781
1,0,1,1,1,-2,-1,1,2,0,-1,2,0.8702544981245988,13570
-1,0,0,1,1,-1,-2,-2,2,1,1,2,0.875778080313522,14351
0,0,0,1,2,-1,-2,-1,2,0,-1,2,0.7885831318742935,15069
0,0,-1,-2,1,0,-2,-1,1,0,0,2,0.7833667103249717,15834
0,0,0,0,-1,2,-1,-2,-2,-2,-2,2,0.8156510169450433,16545
2,1,-2,1,0,2,-2,-1,2,0,-2,-1,1.0395497986444973,17342
-1,1,1,-1,1,-1,1,-1,2,-1,1,2,0.8742490825413805,18175
-2,0,0,0,1,2,1,-2,-1,0,1,2,1.1422665864579649,18897
0,0,2,-2,1,-1,0,-2,-1,0,-1,2,0.9011184088853139,19608
0,0,1,0,1,-1,-2,-1,2,0,-2,2,0.7482748386045555,20343
1,0,-1,0,1,0,-2,-1,2,0,-1,-2,0.8290346900491634,21087
0,0,0,1,2,-1,-2,-1,2,2,-1,2,0.8314428266348597,21847
-2,0,1,-2,1,-1,1,-1,2,0,1,2,1.0909816017319216,22565
0,-1,1,1,1,0,-2,-1,0,0,-1,2,0.7281935992595905,23519
-2,-1,1,1,1,1,-2,-2,-1,-1,-2,0,1.0845280184985706,24243
0,-1,1,1,1,1,-2,-1,0,0,-1,2,0.751068922626452,25024
-1,-1,1,-1,-1,0,-2,-1,-1,0,0,1,0.8345925168345381,25846
0,-2,1,2,2,1,-2,-1,0,-2,-1,1,0.9858071498106307,26669
0,-1,2,1,1,0,-2,-1,0,0,-1,2,0.871447516210184,27533
1,-1,1,1,1,1,-2,-1,0,0,-1,2,0.8674758312458262,28301
0,-2,0,1,1,-1,-2,-1,0,0,-2,2,0.9516461614233979,29028
0,0,1,1,1,1,1,-1,2,0,-2,2,0.716724371128942,29846
0,-1,1,1,0,-1,-2,0,2,0,-2,1,0.7725923820293188,30607
1,2,1,2,-1,-2,2,2,0,0,-2,1,0.9967133439816418,30640
0,-1,-2,1,1,0,1,-2,1,0,-2,1,0.8763190598757047,31387
0,0,1,1,1,2,0,0,2,0,-2,1,0.7222822018045527,32135
0,0,-1,1,1,0,0,0,-1,1,-1,2,0.5260651470267663,32855
0,0,-1,1,2,0,0,0,-1,1,-1,2,0.672489738660986,33594
0,-1,-2,-2,-2,2,0,0,-1,1,-2,1,0.9555360387666487,34371
0,0,-1,0,-1,0,-2,1,-2,1,-2,2,0.7391568744897448,35155
0,0,-1,1,2,0,0,2,-2,1,-1,2,0.7958706941858569,35876
0,0,-1,1,1,0,1,0,-1,1,-1,2,0.5599430005605717,36592
0,0,-1,1,1,0,1,0,-1,1,0,2,0.538773736269641,37317
1,0,-1,1,1,1,1,0,-1,1,0,2,0.7730386096545505,38036
0,1,-1,1,1,0,1,0,-1,1,1,2,0.666358371128903,38765
0,0,-1,2,1,0,0,0,-1,1,-1,2,0.7099227840365374,39489
0,0,-1,1,1,0,1,0,-1,2,0,2,0.6097045676063266,40213
0,0,-1,1,1,2,1,0,-1,1,-1,2,0.7005252758323606,40951
0,0,-1,1,1,0,2,0,-1,1,-1,2,0.6568295006720417,41743
0,-2,-1,0,-1,-1,-2,0,-1,2,-2,2,0.9646130798741192,42481
0,0,-2,1,-2,0,1,-2,-1,1,0,2,0.8869367519445102,43234
-1,-2,1,1,1,0,1,0,-1,1,-2,2,0.9725692684966406,43970
1,-2,0,0,0,-2,0,0,2,1,0,-2,0.9683900611455413,44010
0,-1,-1,-2,1,0,1,0,-1,2,0,2,0.8200468491640448,44740
0,2,0,1,1,0,2,0,-1,2,0,2,0.9474087991253197,45522
0,0,-1,1,1,0,1,1,-1,1,0,2,0.5677059777671696,46359
0,1,-1,1,1,0,1,0,0,1,0,2,0.6294191015548642,47127
0,0,-1,1,1,-2,-2,0,-1,1,-1,2,0.7671074866276878,47859
0,0,-2,1,1,0,0,0,-1,2,2,2,0.8365200212610515,48693
0,0,-1,1,1,0,1,2,-1,1,0,2,0.650954613476926,49521
1,1,-1,0,0,-1,-2,-1,-1,-1,-1,-1,0.8259718040486828,49564
0,0,-1,1,1,0,0,1,-1,1,-1,2,0.5557834359282631,50319
2,0,-1,1,1,0,0,0,-1,1,-1,2,1.2017668568856141,51089
1,0,-1,1,1,0,0,1,0,1,0,2,0.7348624461894112,51885
0,0,-1,1,1,0,0,0,-1,2,-1,2,0.5989193099233399,52711
0,2,-1,1,1,0,0,-2,-1,1,-1,2,0.9480160985897015,53474
0,0,-1,1,1,0,1,0,0,1,1,2,0.5338998154451979,54304
0,0,-1,1,1,0,1,0,1,1,2,2,0.6215634057535997,55108
0,0,-1,1,1,0,0,0,1,2,-1,-2,0.5989193099233399,55895
0,0,-1,1,2,1,2,0,1,2,2,0,0.8120277967251022,56650
0,1,-1,1,1,0,0,0,1,2,-1,-2,0.6961097774373581,57441
0,0,-1,1,1,0,1,0,0,1,2,2,0.5990658773942825,58195
0,0,-1,1,1,0,0,1,-1,1,0,2,0.5344176638314742,58950
-1,0,-1,1,1,0,0,0,0,1,-1,0,0.6763902436909721,59695
0,0,0,1,1,0,0,0,-1,1,-1,2,0.4336521628220056,60440
0,0,0,1,1,0,2,0,-1,1,-1,2,0.5895185214963344,61194
0,0,0,1,1,0,0,0,-1,2,1,2,0.5204543708388373,61997
0,1,0,1,1,0,0,1,-1,1,-1,2,0.597213397964245,62753
0,0,0,1,1,0,2,1,-1,2,1,2,0.6748502538693517,63498
0,0,1,1,1,0,0,0,-1,1,-1,2,0.5260651470267663,64238
-1,0,1,1,2,0,1,0,0,2,1,2,0.8550797349916448,64983
0,0,0,1,-2,0,0,0,1,2,2,2,0.7155484806646397,65726
2,-2,2,-2,0,1,-1,0,-1,-2,1,2,1.0143725297140955,65774
0,-1,0,1,1,0,0,0,-1,2,0,2,0.6188162911539234,66521
0,-1,0,1,0,0,1,2,-1,1,-1,2,0.6647477729588243,67418
-1,1,0,1,1,0,0,0,-1,1,2,2,0.8020477321754307,68222
0,0,2,1,1,0,0,0,-1,1,-1,2,0.7734270403131998,68978
0,0,0,1,1,0,0,0,-1,-1,-1,1,0.35098963468924604,69733
