x1,value,Timestamp
416.35928434791083,2.6734261744691707,4
417.3974326665159,1.6061474321614924,9
416.71943147711636,2.2726696494899556,423
418.13330645968466,1.0129753453916805,830
417.98106379341107,1.124556902524887,1235
417.2758497870243,1.7172113170292391,1602
417.2250837960197,1.7646800478528348,1992
417.87550995728867,1.2053320011747815,2340
417.7592427879148,1.2975387432138632,2704
417.6460543788121,1.3905587056086688,3033
417.8516772094406,1.223956638199752,3377
417.95589323424394,1.1435649756811586,3724
