x1,value,Timestamp
420.0994468063915,0.09533179341156028,6
419.0597976716732,0.4594141443992612,10
417.1081597893996,1.8764625291417474,373
416.724624834516,2.2671275245268134,386
416.281205570554,2.7645773008106858,781
418.28696960571443,0.9062502990302619,1111
418.03168725874616,1.0868087321185271,1445
417.888258493159,1.195427836605461,1769
418.9949072827718,0.49115909461050933,2098
420.1227225388592,0.09029673153139584,2115
418.768166747231,0.6103964825335311,2444
419.93114653137377,0.1358020098518864,2790
