x1,value,Timestamp
418.19758586333273,0.9676097871281399,5
425.7769649764487,2.919260399597988,9
416.29205239341826,2.751823526517171,381
416.82284993705167,2.163574660882375,758
418.1010993491118,1.0360955957809779,1162
422.3409292535682,0.2377048807460369,1176
423.1012004064714,0.5741544447911906,1490
423.3973308579719,0.7447210495469676,1803
424.11260618198236,1.2480822339301199,2125
423.43467405822093,0.7678031714006011,2448
423.5090419597431,0.8148199063537049,2767
421.9843570705476,0.13021075256187942,3147
