x1,x2,value,Timestamp
-3.1002175690241494,-0.8725291268533448,15.330086757549001,4
-1.4167755685657903,0.1821730661901828,26.570256495541567,8
0.4252464112686649,3.511836019430069,51.40327001213788,13
-4.944634917955727,-3.248267139437194,45.490764484636834,1933
5.0,-1.3455064844118594,42.45751344992011,4157
-4.00306496513795,-0.49752090368026547,36.27269727974291,6169
-2.6456931490412052,-0.7783898396471578,31.925841220077334,8303
-2.7851955747713357,-0.900330488729808,18.272128249614802,9910
5.0,-0.8529239615631976,29.701996126637358,12040
-4.876832213952519,-0.8774354235848669,30.222946036418872,14052
-3.4027994595686515,-0.8854167136316331,33.03690865249452,15971
-3.475305426126799,-1.0344851206362877,33.2616008884187,17863
-2.959475454089514,-0.8769540926541595,12.692610078922065,19968
-2.9830609051512718,-1.0634298360812746,10.86984008500455,22377
-2.9057638688119964,-1.4605167956366074,31.972741037161367,24536
-2.9594475098889497,-1.0030760754078774,10.089218636507198,26655
5.0,0.0334420924400467,25.22106542200495,29049
4.220781315357655,-0.1104105829636488,28.312953854101323,35700
5.0,0.8906886387862558,28.060685686919317,42818
-0.769513242658431,0.793980052865642,17.271257526912308,48709
-1.0175168845454863,1.1702396160663087,7.660970254423011,55427
-0.8567438297077263,1.3192231801474898,20.47266178009559,61693
-1.1386256363035918,1.043029302403852,6.307095076222266,66744
-1.2518023604449144,1.2256298621261283,21.65717659837008,72701
-1.032611573219012,0.9669366203273313,2.425460530643882,78461
-1.078451468737721,0.8014899573699399,9.816851133215911,85712
-1.037320002744972,1.0131001501258314,2.4099276642963687,92890
1.2124948235504451,-4.992164625901146,34.06919751480976,103023
-4.996897648874576,5.0,49.97088586961107,110928
5.0,5.0,50.0,122035
5.0,-4.993431206834093,49.94287128820914,130186
-1.9439721820914118,-4.965006597400541,29.28432427097053,138687
1.551070116101334,-1.6599733859838262,40.01058276203774,147929
-2.120100335808388,5.0,32.20945618789608,161050
-0.9933221599180184,1.0255727443950091,2.1760995692986462,174095
-4.969021531968383,2.038641039310378,29.329352427141963,182392
3.2177047250479855,2.450776055262338,43.87017169804733,188347
-0.6632742096929114,-3.1276407211902515,28.452740705708027,195032
2.422047261354308,5.0,49.69062257557933,202322
-3.1894795040302135,3.009988672481187,25.5408664239618,210736
-3.3298517517724218,1.8579553246519929,33.07455459130645,219131
