x1,value,Timestamp
0.9770109763634522,1.0586899662090712,6
1.1115204525808267,3.591590897684898,10
-3.2857508151840276,23.0236053688756,259
-1.6326210695376346,19.389948354037514,489
-1.4106386796600994,20.45461511991786,738
0.3540133410929611,16.205293960211144,975
0.8108336896429744,6.927552674489006,1214
2.036522284662455,4.40956644274437,1461
0.48009177438828843,20.15235619141036,1685
0.9563500398913334,1.2883487447051785,1925
0.8076960928548358,7.106101735222131,2167
0.015885491660752038,0.050022674692831615,2178
