x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,value,Timestamp
-1,-1,1,2,1,-2,0,0,-2,0,-2,0,20.0,6
-1,2,0,-1,1,2,-1,-2,-2,1,2,1,26.0,10
0,2,-2,-1,-1,-2,0,-1,2,2,-1,0,24.0,14
-1,1,-2,-1,2,2,-1,-1,-2,0,1,-2,26.0,19
0,-1,0,-2,-2,2,-1,1,0,2,1,-2,24.0,23
-1,2,-2,0,1,-1,-2,-1,-1,-1,2,1,23.0,28
-2,-2,-1,0,-2,0,0,1,1,1,0,1,17.0,32
-2,0,2,0,-2,-1,2,0,1,2,1,0,23.0,36
-2,1,0,0,-1,1,1,1,1,0,1,1,12.0,41
2,2,-2,-1,2,2,-2,1,0,1,1,-2,32.0,45
-2,-1,0,0,0,2,0,2,-1,-2,-1,2,23.0,50
0,1,-1,1,2,-1,0,-1,-2,2,2,2,25.0,54
1,2,-1,2,-2,1,1,0,-2,-1,1,1,23.0,58
-2,0,-2,2,0,0,2,2,1,-2,-2,0,29.0,773
-2,-1,1,-2,-2,-2,-2,2,1,1,-1,1,30.0,1454
-2,2,0,2,-1,-2,0,1,2,2,-2,0,30.0,2131
-2,1,-1,0,-1,2,2,1,2,-2,0,1,25.0,2841
0,2,0,0,1,1,-2,1,1,0,2,-2,20.0,3537
1,0,-2,0,-1,1,-2,1,1,1,1,1,16.0,4238
2,0,-2,0,-1,1,-2,1,1,1,1,1,19.0,4971
-2,-1,1,0,-1,1,1,2,1,1,-1,1,17.0,5772
2,1,2,0,-1,0,1,1,1,0,-1,-2,18.0,6487
-2,1,2,1,-2,1,-1,0,-2,0,0,2,24.0,7315
-2,1,1,0,-1,0,1,1,2,1,0,1,15.0,8131
-2,2,1,0,-1,1,1,1,1,0,1,1,16.0,8970
-2,1,-2,0,-2,1,1,1,1,0,1,2,22.0,9958
-1,1,0,0,-1,-2,1,1,-2,0,1,-1,15.0,10805
-1,1,0,0,-1,-2,0,2,-1,1,1,1,15.0,11542
-1,1,1,0,-1,-2,-2,1,1,2,1,1,20.0,12252
-2,1,0,0,-1,1,0,2,2,0,1,-1,17.0,13029
-1,1,0,0,-1,-2,1,1,-2,0,1,0,14.0,13741
-1,0,0,0,2,-2,1,1,1,0,2,1,17.0,14549
-2,1,0,0,0,1,1,1,1,0,1,1,11.0,15358
-1,0,0,2,1,0,-1,-2,-1,-1,-1,1,15.0,15384
-2,1,-1,0,0,-1,1,1,-1,1,1,-1,13.0,16149
-2,-1,0,2,0,1,1,1,1,1,2,1,19.0,16869
-2,2,0,0,0,-1,1,1,1,1,1,1,15.0,17668
-2,1,-1,0,0,1,1,1,-1,2,1,-1,16.0,18474
-2,1,0,0,-1,1,2,1,1,0,1,1,15.0,19345
-1,2,0,-1,0,1,1,1,1,1,2,-2,19.0,20139
-2,2,-1,0,2,-2,1,1,0,1,-2,0,24.0,20975
-1,1,-1,-2,0,0,0,-2,1,1,-2,1,18.0,21003
2,-2,2,0,0,1,-1,2,-2,1,0,-1,24.0,21030
-2,1,0,-1,1,1,1,2,0,0,1,1,15.0,21743
-2,1,0,1,-1,1,1,1,2,0,1,1,16.0,22476
-2,1,-1,2,0,1,2,1,-2,0,1,0,21.0,23245
1,1,0,0,1,2,2,1,0,1,1,0,14.0,24223
-2,1,0,0,0,2,1,1,1,0,1,1,14.0,25088
2,1,-1,-1,1,-2,1,2,1,2,1,2,27.0,25877
-2,1,0,0,0,1,1,1,1,0,1,2,14.0,26608
-2,1,-1,0,0,0,1,1,1,1,1,1,12.0,27433
-2,1,-1,0,0,0,2,2,-1,1,-1,1,18.0,28157
1,1,0,-1,-1,-2,1,0,1,0,1,1,12.0,28955
0,1,-1,-1,0,0,1,2,1,1,1,-1,12.0,29797
1,2,-2,0,0,2,1,-1,2,1,1,-1,22.0,30647
2,1,0,-1,-1,-2,1,0,1,0,1,1,15.0,31472
2,1,-1,-1,2,0,1,2,1,1,1,-1,20.0,32374
-1,1,0,-2,-2,-2,1,-2,1,0,1,-1,22.0,33167
-2,1,-2,0,-1,0,1,1,1,1,1,0,15.0,33904
-2,1,-1,0,1,0,1,1,1,1,1,1,13.0,34802
-2,-1,-1,-1,-1,0,2,2,-1,1,1,2,23.0,35584
-1,0,-2,-2,0,-1,1,0,1,0,0,1,13.0,36399
0,1,0,-2,1,-2,1,1,1,-1,1,1,16.0,37278
-1,0,2,0,0,1,1,1,1,1,1,1,12.0,38073
-2,0,2,-2,0,-1,1,2,0,-1,0,2,23.0,38892
-2,0,-2,-2,-1,-2,1,2,0,1,0,-1,24.0,39716
-2,0,0,0,0,0,1,-1,1,1,1,1,10.0,40503
-2,-2,2,-1,0,2,2,-2,1,0,1,1,28.0,41412
-2,0,0,0,0,0,1,-1,1,2,1,1,13.0,42156
0,0,2,0,0,0,1,-2,0,1,1,1,12.0,42875
2,0,0,0,0,2,2,-2,2,0,1,1,22.0,43617
0,-1,0,-2,0,-1,1,-2,2,-2,1,1,21.0,44350
0,2,-2,-1,0,2,2,2,1,-2,1,0,27.0,44389
-2,0,1,-1,0,-1,1,-2,1,-1,1,1,16.0,45152
-1,0,0,0,0,-1,1,-2,1,2,1,1,14.0,45943
-2,0,0,0,0,0,2,-1,1,1,1,1,13.0,46779
-2,0,0,1,0,0,1,-1,1,1,1,1,11.0,47502
-2,0,0,1,0,0,1,-1,1,1,1,2,14.0,48255
-2,1,2,-1,0,0,2,-2,1,1,1,1,22.0,49007
-2,-2,1,1,2,2,1,0,-1,1,1,-2,26.0,49735
-2,0,1,0,2,1,1,0,-2,1,1,1,18.0,50477
-2,0,0,0,1,0,1,-1,1,1,1,1,11.0,51199
-2,0,-1,1,1,1,2,-1,1,0,2,-1,19.0,52044
-2,0,0,2,1,0,1,-1,1,1,1,1,15.0,52803
-2,1,0,1,1,-2,1,-1,-1,1,-2,1,20.0,53579
1,0,2,1,0,0,1,-2,0,1,1,1,14.0,54312
-2,1,1,1,1,0,1,-1,0,1,1,-2,16.0,55072
0,1,2,-1,1,2,1,1,2,0,-1,0,18.0,55115
-1,0,-2,-1,1,2,1,1,2,1,0,-2,22.0,55158
-2,0,0,0,-1,-2,1,1,1,0,0,2,16.0,55902
0,1,0,1,0,0,1,2,-1,-1,1,0,10.0,56628
0,2,0,1,0,0,1,2,-1,-1,1,0,13.0,57364
-2,0,0,1,2,0,1,2,1,-1,1,0,17.0,58115
0,1,-1,-1,0,0,1,2,1,2,1,0,14.0,58828
0,1,0,2,0,0,1,2,-1,-1,1,0,13.0,59574
-1,1,2,0,0,1,1,2,1,1,1,2,19.0,60312
-1,0,0,1,0,0,1,-2,1,-2,1,-1,14.0,61072
2,1,0,1,0,0,1,2,1,1,1,0,14.0,61826
-2,1,1,-2,2,-1,-2,0,-2,-2,2,-2,35.0,61871
-2,-1,1,0,1,2,1,0,1,-2,1,-2,22.0,61916
1,0,-1,0,0,-2,1,0,2,-1,1,-2,17.0,62673
0,1,0,1,1,0,1,2,-1,-1,1,0,11.0,63442
0,2,-1,-2,-1,0,1,-2,-2,0,1,-1,21.0,64194
-2,0,1,0,0,0,1,-1,1,1,2,1,14.0,64958
0,-1,-2,-2,1,-2,-2,0,-2,1,1,-2,28.0,65006
-2,-2,-1,0,1,0,1,2,1,0,1,0,17.0,65772
-1,-1,2,0,2,2,0,1,0,-1,-2,1,21.0,65821
-2,2,0,1,1,0,1,0,1,-2,0,0,16.0,66574
0,1,0,1,1,0,2,2,-1,-1,1,0,14.0,67371
-2,1,-1,0,-2,0,2,1,0,2,0,2,23.0,67420
-2,1,0,1,0,1,1,-1,1,1,1,1,13.0,68207
-2,1,-2,1,0,0,1,-1,1,-2,1,1,19.0,68978
-2,0,0,1,2,1,-1,1,-1,2,0,1,18.0,69706
