x1,value,Timestamp
0.8404245554100722,5.325541617971113,5
4.283639155025302,30.447472910977694,10
-4.205091207692737,24.89838466389905,483
-3.962491030996198,15.9777675377856,921
-3.814005263089051,20.632595169502515,1330
-3.7792860733039695,22.453271572964432,1701
1.9473395299330871,4.334548404955314,2103
2.500737258700722,26.253579544699083,2476
1.9985799592265332,3.9947198950452414,2856
1.392182128381605,19.729971958910923,2872
2.0457188776678183,4.594728371876656,3209
2.0558300114342734,4.835422787991889,3536
