x1,value,Timestamp
-4.048792295514686,16.858979004506725,3
-2.729370397021467,18.74203237692752,7
-3.237205162110946,19.676439557293037,375
-2.5744191393806877,25.554208855985344,389
-3.016983825927025,9.15907521001585,808
-2.7184476329443785,19.359490457013763,1144
-4.381139442152437,36.53289080826858,1474
-4.139087661890884,20.713742927150726,1790
-2.9956733656181154,8.977753819427845,2115
-2.994699828867434,8.97377165439693,2440
-2.9355839526723138,9.425597008664209,2788
-2.858772840215826,11.857941353900612,3116
