x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,value,Timestamp
1.0556015719994907,3.708248803132662,-4.155793094936036,-0.14918179641573204,-2.83677569190239,0.4232630258260217,1.5130161378232092,-0.8151343612033495,-1.3725246710896082,3.549506554656105,-3.1033036579601676,-3.3192122608520025,9.759039831473343,5
1.7281913369095703,2.0199422444448896,-4.113411519000971,1.4745355048949618,-0.17044236139818736,-4.051488591832728,-0.8257681737825839,1.1353106133769764,-2.841228738206727,1.0929922821947136,-2.1072490757032076,4.361612962397695,9.202517088791396,9
4.755922664519007,-1.6729125917816177,1.5773622862994054,4.461192228965476,-2.919340576524977,4.617204517309194,2.829604030987359,-4.500273473622023,-3.740190027237774,2.7643019620948994,2.0635593752493016,-3.17545714004121,11.764041860279699,13
4.069910404764297,-2.1965662572299576,-2.3691719746257234,3.0192980032452112,-2.4521409989704206,-3.7293309216472306,2.1011612570814853,-4.405222593563245,3.198026177285225,-1.1354322260118832,4.330175260735405,-0.6184649309201724,10.801014381833111,17
-0.685090480707288,-1.831126089832031,-3.848006074486839,0.5278263010039943,-4.340694597635961,-2.2618592065078476,4.409523220980834,-2.817893431474227,-4.4738535585242385,0.6107197712018806,-4.099023404758101,-4.096824896392354,11.325202123897583,21
-3.4104600727307495,3.7049831266250433,-4.659457229438719,4.610961922885599,4.592730299945453,0.004536491588510216,4.1960756027737105,0.6565157868726672,1.4043001506800206,-1.1223667811156437,-3.1903256716642647,3.1195887853836766,11.496480580386367,24
-1.983682969131781,-4.62862397152287,-1.357571550084658,-4.647902027722,-3.200637475867654,0.7747103219152338,-4.3989032297818484,2.0404132231228376,-0.5565608475809354,-0.3194708073024435,4.396483109733575,0.765167268017434,10.780585016401172,28
-4.973711906731678,-2.415570265455135,2.0456952567152342,4.749396893258384,2.511886073763785,-3.443935217938841,3.258526472191681,4.655558868221549,1.8035007024601866,4.1742865228987505,3.9527607837790644,-3.4448485506958186,12.04679152926341,32
-2.915026282918456,-0.1361287736492507,-1.2258943671580527,3.144380463329309,3.7359932687051867,1.8068602566687062,-3.156754381904726,-2.9534193927680024,-1.0633412972186895,3.2997435762476783,-3.916599816997669,-3.847338075790871,9.760562867919969,35
0.7085556106073696,-1.6429249297845172,4.875774137372398,4.3772348400868495,2.3300072841287403,0.0942338011985564,3.1391639905126176,3.566074154430833,-3.1263656810777536,-2.5815301017539554,0.7248709265697233,2.994863300205223,10.504775399273468,39
-0.7454289375055865,-4.828535199667212,4.742946547603388,2.507547598953881,-0.747955818429384,-4.456370510883154,3.9734798860329015,-2.997181672964653,1.1822824187194625,-3.95521372565704,-1.8715756989251737,-2.798818834720648,11.00256701751969,42
-2.154841172137342,-0.4875335411960684,4.531135037341361,-2.75507686590935,1.1033134118579833,-1.2357392460344179,3.195393573816826,-3.57195205912643,-1.9226115340122556,0.6879286950612293,-4.969649258763637,0.4164561125765225,10.109243761961887,46
