x1,value,Timestamp
0.8238721693321907,4.191927505777304,3
3.6236084763057566,12.539051236555071,8
-1.3294218459244806,6.768056068611928,427
-1.3803274513462052,7.06128900899585,876
4.6054621727978,14.302019048282924,890
1.0425573850242724,3.859071013626782,1271
1.288930533421187,6.478153577438249,1588
1.6275434752050577,7.776366871159917,1909
0.8096039799677834,4.266429388669398,2272
1.0622428135674937,4.025644295568064,2593
1.081158261215684,4.213758630664341,2916
3.705190960855468,12.428486115884663,2933
