x1,value,Timestamp
417.91071620712717,1.1780798704374433,5
417.3995282131232,1.6042656242520366,10
419.5986999466005,0.23671540888096843,264
421.9270205299696,0.11592310149717377,514
418.3632778415785,0.8554537816042966,750
420.5007815575751,0.027640512126197336,987
418.7520541932774,0.6193615487616739,1214
420.82085852243733,0.0027723038356839425,1224
421.1389886758875,0.003670069192480696,1453
420.0294593178761,0.1112942499963765,1690
421.1283980007214,0.0032291684267988785,1931
420.02641074493005,0.11201761450473668,2165
