x1,value,Timestamp
420.93913997244834,0.00012333098442240953,4
416.18859077922446,2.8746688406839667,9
417.9612133399882,1.1395341434977126,265
417.779691103224,1.2810764355453443,276
418.91535019234345,0.5315241746262132,507
419.8337761409955,0.16247545366474014,743
417.99025195186476,1.1176578626381115,974
418.5667209488378,0.7271727297859343,1208
422.5029594816668,0.2971649780280927,1221
420.9140645288565,0.00039002128210086084,1488
421.07689107651095,0.0014885397991406535,1747
420.5933257554417,0.017794418816151847,1984
