x1,value,Timestamp
3.4686199008590446,1.9500092927038324,5
-3.134781067739312,2.002433514324463,9
-1.1225507893410942,0.5669299653048456,285
-2.7758811668421215,1.935795939123627,297
-1.1328126723769354,0.5762065077144901,542
-0.41100403281070097,0.08332208730525259,798
-0.05463344158176575,0.0014927814968551667,1091
1.0409219084368049,0.49484589511461907,1397
-0.09752503139554225,0.004754175617610379,1709
2.796860329561839,1.9431215529412977,1979
-0.109792262310628,0.006024131985185477,2242
1.2789874619246433,0.7127238622053824,2509
