x1,value,Timestamp
-3.0370044703351233,1.9968414888031374,6
-3.396047646756534,1.9706839123441986,10
-3.4775858827318142,1.947106701626463,268
-3.428217455914065,1.96214172956456,531
-4.289857853851886,1.4146710081583336,790
-4.047961636220913,1.6207048974376193,1049
-3.6210509088207563,1.8905229614800039,1308
-4.87626181115618,0.8428041158455415,1624
-4.815491057475794,0.9028777275501865,1883
-4.955944141605072,0.764985965511382,2133
-4.719917020040741,0.998041435616832,2389
-4.999627482576527,0.7229441189515406,2646
