x1,value,Timestamp
-1.5391991585764115,22.067356653900482,4
-0.6696050240224771,15.287640138091026,8
-4.446088867971392,39.19946848827412,386
-2.8222086645881803,13.581915933340024,747
-3.605128617286489,30.893546828592978,1135
-2.9470587002498227,9.233319230444136,1460
-3.009043226801745,9.070479513391685,1796
-3.2945009678104493,23.61352390115991,2149
-3.141638972612637,13.575339331631989,2536
-3.166547308503245,15.020528510830447,2873
-2.748848490909003,17.62851884475659,3222
-2.8138792183629526,14.011164292311856,3556
