x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,value,Timestamp
5,291,278,296,229,422,291,109,465,435,27,437,193,17,82,5769.211393597222,9
489,94,493,386,356,153,485,303,408,15,482,45,322,84,270,6522.71998133811,13
497,262,31,183,353,281,220,180,328,426,90,223,472,148,354,5986.323003964371,18
456,36,5,432,462,30,37,285,54,40,223,418,135,455,465,4702.612221818656,22
175,175,228,357,34,43,412,332,78,445,346,317,490,456,381,5243.897876265193,27
134,187,332,26,459,428,322,10,264,132,91,138,324,279,380,6655.465081613593,31
418,224,460,335,498,21,51,443,335,423,166,341,89,221,320,5363.925065579229,36
46,246,60,42,320,220,110,368,488,388,5,136,27,356,432,5732.151499376208,40
359,490,369,209,297,102,366,269,186,27,99,433,470,236,303,6008.569625382712,45
132,346,157,122,264,208,56,368,252,361,494,90,23,231,258,6485.1303516188955,50
38,118,118,37,433,287,48,210,297,154,433,428,430,302,435,5179.525410104831,54
378,485,254,61,300,153,120,355,74,50,219,172,483,170,266,6252.564360400612,58
96,479,441,420,304,125,238,5,7,168,25,357,141,264,453,5706.262185406626,63
451,308,79,181,246,484,89,451,397,102,427,8,191,475,482,4787.990040869383,68
429,170,66,329,364,103,461,70,3,236,213,378,396,168,227,4613.905619202127,73
302,265,225,245,261,169,469,68,424,424,296,156,26,155,13,5912.923503001997,78
429,170,66,329,364,194,461,70,3,236,213,378,396,168,227,4355.883784245176,1732
350,82,100,397,396,463,481,220,44,291,245,100,403,2,82,5156.238400017608,3399
482,223,26,399,492,465,327,309,94,72,188,238,243,162,77,5825.532944721111,5015
448,430,323,303,203,153,76,458,261,421,25,350,183,246,164,5192.17833653182,5039
394,191,18,64,210,286,451,373,57,80,219,422,149,60,51,4589.964910376606,6738
425,254,51,243,181,346,350,437,22,273,491,395,57,192,481,5162.632186108953,8103
429,170,66,329,364,194,494,70,70,236,213,378,396,168,227,4642.005676773121,9293
429,170,66,329,364,194,461,70,3,236,213,378,396,168,289,4769.553817737757,10388
378,111,27,156,333,182,410,446,4,124,210,129,159,24,7,5562.629376423994,12287
429,263,66,329,364,194,461,70,3,236,213,378,396,168,227,4561.415155950268,13608
