x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,value,Timestamp
210,404,491,161,65,31,300,251,262,445,174,111,4570.69430143613,7
328,397,257,380,465,33,473,393,410,262,116,493,4071.974149782983,11
206,129,187,123,378,433,335,276,11,383,269,87,4594.1560424381505,15
71,350,252,156,294,135,277,183,294,69,204,277,5795.445975190169,19
443,269,255,339,184,50,7,307,464,363,59,385,4553.127286400258,23
229,312,33,334,293,286,83,101,236,359,57,264,5946.596047454685,27
273,367,370,465,378,226,446,416,96,342,132,85,3926.772698911226,31
366,104,347,24,463,316,127,160,97,218,332,337,5491.997272318517,35
471,49,382,132,331,365,29,56,8,382,197,261,4483.076894913458,39
152,350,38,286,239,388,463,308,257,491,14,33,5308.30122761433,43
460,461,355,209,204,39,72,452,21,459,487,47,3591.3343703144214,47
149,145,263,19,272,69,8,82,55,337,444,258,5242.707307711798,51
359,63,363,290,118,78,260,259,183,54,143,224,5146.921056361767,54
49,361,105,3,460,281,415,395,99,167,450,296,4240.610009847788,1240
293,409,35,293,198,427,168,387,229,251,155,285,4447.3753134163635,2234
231,379,473,371,283,60,282,443,62,282,364,15,4633.115522814715,3634
109,463,497,378,378,420,494,500,5,300,213,404,4232.918658058285,4807
150,412,350,401,230,490,107,73,455,452,495,454,3584.2943851811037,5918
500,467,145,248,500,166,47,81,117,499,441,421,4684.168888060519,7156
263,359,27,290,364,127,180,160,296,195,486,81,5413.096344660071,8388
100,410,14,482,115,136,271,41,485,168,494,381,4895.95760329204,9807
249,496,260,275,470,454,57,220,227,332,498,450,4747.202804843328,10996
146,497,361,105,472,491,56,390,435,133,2,454,4298.160569197205,12311
144,385,484,216,365,212,372,163,208,319,464,454,3760.103463019671,13565
68,366,348,316,454,443,17,229,6,37,479,484,4409.910552737204,14847
141,360,401,312,446,79,275,36,427,490,500,367,4557.264728208889,16343
382,447,352,165,63,302,124,383,87,458,171,84,4172.395670972847,17651
206,482,352,242,357,177,478,190,253,442,493,334,4400.024364181254,18850
378,363,404,419,203,50,307,86,455,488,127,491,3962.8697365511025,19995
500,461,355,209,204,39,72,452,21,459,487,47,4009.8204999477434,21286
131,447,41,195,34,247,394,134,31,403,245,457,3775.1684033844695,22555
373,390,3,110,253,328,496,133,181,352,224,460,4672.292502891582,23977
271,466,98,483,288,384,78,320,55,459,184,190,4671.398328635388,25188
228,260,420,405,493,214,455,119,316,490,423,489,3940.661760439517,25215
101,244,416,392,312,215,330,423,337,353,34,461,4190.679593217991,26281
441,325,380,254,267,416,292,62,22,450,215,457,3950.1243612491025,27564
154,290,408,450,222,382,97,56,248,333,266,356,4543.760040548561,28802
150,412,350,401,270,490,107,73,455,452,495,454,3881.7682340570905,29867
157,447,41,195,34,247,394,134,31,458,245,457,3787.212947920144,31021
102,322,276,466,322,341,270,70,266,422,336,457,5512.526680707658,32172
60,365,463,225,133,238,323,71,490,440,25,455,4197.242362401206,33151
150,412,350,464,230,490,107,73,455,452,495,454,3752.330783321287,34559
338,390,225,419,55,217,108,98,270,399,251,498,4224.721776122331,35800
150,412,350,490,230,490,107,73,455,452,495,454,4025.061135161508,36685
163,360,66,449,24,186,432,102,233,166,156,457,3681.760789725239,37727
150,412,350,472,230,490,107,73,455,452,495,454,3830.4704040297115,38720
460,461,355,209,204,111,72,452,116,459,487,47,3781.5576431412164,39886
163,360,66,449,72,186,432,102,233,166,156,457,3600.054572634088,40981
156,425,52,446,111,69,463,52,174,186,191,457,3314.4386495169706,41987
200,323,310,268,14,326,500,33,51,172,138,464,5743.000710114163,42963
156,425,52,446,172,69,500,52,174,186,191,457,3517.0969060063753,44196
162,413,382,435,1,466,500,241,378,39,245,458,3426.0977666890467,45385
119,460,64,492,67,491,495,469,106,1,60,479,4898.753254998254,46443
192,403,297,219,58,193,471,17,112,249,189,455,3890.9697581767405,47460
340,101,348,367,58,400,172,356,118,283,37,406,4648.2071788682915,47493
156,425,52,446,240,242,500,113,174,186,191,457,3727.9943869910976,48423
156,425,52,446,172,69,500,52,174,186,191,464,3578.21204107136,49418
201,84,405,282,15,484,208,482,319,95,3,1,4757.1464959668965,49452
201,425,52,446,172,69,500,52,174,186,191,457,3304.357081802581,50312
180,475,52,446,172,69,500,142,174,186,191,464,3882.7507204389276,51411
245,425,52,486,172,69,500,52,174,186,191,457,3859.554001974374,52511
174,352,364,372,116,343,476,241,206,129,183,454,4296.719249254971,53561
