x1,value,Timestamp
-4.5690611935152665,14.294826000951764,4
-3.8302691529506374,11.800094934728081,9
-4.088022512275359,11.546721627796124,20
-4.260510583035442,13.251795434482075,303
-4.286510162755034,13.435568464744716,543
-4.176788323665482,12.485042154140631,783
-4.061623687234861,11.317457857292851,1081
-4.167302775582051,12.384405560718587,1370
-4.075406189807604,11.431462285102109,1655
-4.022231081049032,11.079634977648698,1976
-4.026900210624982,11.100099205393915,2229
-3.948886731468593,11.056570760237971,2483
