x1,value,Timestamp
-3.133847074366212,2.0024252525225936,5
-0.4464518590096942,0.09806507965561961,10
-4.195472508774257,1.4986023321967985,425
-3.371916850085594,1.9764348901355826,833
-2.2320250751683437,1.6153325745339315,1242
-0.735771541476872,0.25882219308818843,1603
-1.259796693347841,0.6943863035705411,1971
-1.6742852213825192,1.1040050743969028,2316
-1.3316660812833696,0.763585622575601,2694
-0.8518493211006044,0.34158875241232145,3044
-0.8944454676904314,0.37424863683643583,3437
-0.9282136658964006,0.40095040642886226,3797
