x1,value,Timestamp
0.7369077024706705,0.259585634718391,5
3.524854938620855,1.9305557983583403,10
-1.7448758199904146,1.1739627643850266,491
-3.874164836359668,1.7472089168643934,939
3.739637425227569,1.8299342636081322,956
-4.365057229623102,1.3451535404194481,1365
-2.982358157862927,1.9895725679211131,1833
1.4685695789243889,0.8984903834372289,2246
1.8728020308806324,1.2983125801214705,2644
2.0133776121271554,1.4292868879985874,3032
-1.9422210863469092,1.363886462465157,3403
-0.38291761004691516,0.07245817325239867,3768
