x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,value,Timestamp
-1,1,1,-2,0,1,0,-2,2,-1,-2,2,25.0,15
0,-2,1,1,2,-1,-1,1,1,-1,1,-2,20.0,20
0,0,-2,1,0,2,0,-2,1,-2,2,-2,26.0,25
2,-2,-1,1,2,2,2,-2,-2,1,1,-2,36.0,29
-2,-2,2,1,-2,2,-2,0,2,-1,-2,-1,35.0,33
-1,1,2,-2,2,1,2,-1,2,-2,1,-1,30.0,38
-1,0,0,0,0,-2,1,2,2,2,0,0,18.0,42
-1,0,-1,2,2,0,1,0,-2,-2,1,-1,21.0,46
-1,-1,0,0,2,-2,0,-2,2,-2,-2,-1,27.0,50
-2,-2,-1,-2,-2,0,-2,-2,1,0,0,2,30.0,54
0,1,-2,1,-1,0,-2,1,2,0,-1,0,17.0,58
0,-1,1,-1,0,-1,-2,1,2,-2,-1,-1,19.0,62
-1,0,1,-1,0,1,1,-1,-1,0,-1,-1,9.0,67
-2,1,2,0,1,1,2,-1,-1,0,0,-1,18.0,897
0,0,1,0,-2,1,1,-1,-1,0,-1,-2,14.0,1645
-2,0,0,-2,0,2,0,-1,-1,2,-2,0,22.0,2284
1,0,1,-2,-2,1,2,-1,-1,-1,1,-1,20.0,3063
-2,0,1,0,1,1,2,-1,-2,1,-1,-1,19.0,3814
-1,2,0,-2,1,1,1,-1,-1,1,-1,0,16.0,4494
-2,1,2,-1,1,2,0,-1,-2,0,0,0,20.0,5179
-1,0,1,-1,2,1,1,-1,-1,-1,-2,-2,20.0,5930
2,-2,2,-2,2,2,2,-1,-1,-1,-1,-1,33.0,6685
-1,-2,0,-2,-2,1,0,-1,-2,0,1,0,20.0,7490
-1,0,0,1,-1,1,1,0,-1,1,2,1,12.0,8175
-1,0,1,2,1,1,-2,2,-2,0,1,0,21.0,9058
-1,0,0,1,-2,1,2,-1,-1,0,-1,2,18.0,9903
-1,0,2,1,2,1,1,2,-2,0,-2,2,28.0,10723
1,-2,-1,2,0,1,1,-1,-1,0,-2,-1,19.0,11534
-2,1,2,-1,2,1,1,-1,-1,0,0,2,22.0,12289
-1,-2,2,-2,0,1,-1,-2,-1,1,1,-2,26.0,13007
-2,1,-2,0,-1,1,1,-1,-1,2,2,0,22.0,13767
-1,0,1,0,-1,1,1,-2,-1,-2,-2,-2,22.0,14743
0,2,-1,1,-1,-2,1,0,-2,0,1,-2,21.0,15582
-1,2,2,1,0,1,2,-1,-2,-2,0,-2,28.0,16466
-1,-1,2,2,0,1,1,-1,1,0,0,-2,18.0,17326
-2,0,0,-2,-1,1,1,0,-2,0,-2,0,19.0,18085
-1,0,2,-2,-1,1,-2,0,-2,1,-1,-1,22.0,18844
0,2,-2,-2,2,-2,1,-1,2,2,-1,2,35.0,18976
0,0,1,1,-1,1,1,-1,-1,0,-1,0,8.0,19704
1,0,2,2,-1,1,1,-1,-1,1,-1,2,20.0,20632
0,0,2,0,2,1,0,-1,-2,0,2,0,18.0,21576
-2,1,-2,2,-2,1,1,-1,1,0,-2,0,25.0,22493
-2,-2,1,2,1,1,2,-2,-2,0,2,0,31.0,23175
-1,-1,1,2,2,1,-1,-1,-2,0,2,0,22.0,23972
2,0,1,1,-1,0,1,-1,1,0,-1,0,11.0,24689
2,1,1,1,-1,1,1,-1,1,0,-1,2,17.0,25345
2,0,1,2,-1,2,2,-1,2,0,-1,0,24.0,26193
0,0,1,1,-1,-2,2,0,-1,-2,2,2,24.0,26368
2,2,1,2,-2,1,1,0,0,2,2,1,28.0,27278
-1,-2,-1,2,-1,1,1,0,-2,1,-2,2,26.0,28055
1,0,0,0,2,1,1,-1,0,0,-1,0,9.0,28892
-2,0,-2,-2,2,2,1,-1,2,0,2,0,30.0,29682
2,1,1,0,2,1,1,-1,2,0,-2,0,21.0,30636
2,0,2,1,2,1,2,-1,2,0,-1,0,24.0,31497
1,0,1,2,2,1,1,-1,0,0,1,0,14.0,32284
1,-2,2,-2,2,-2,-1,2,-2,2,2,1,39.0,32401
1,0,1,0,2,1,1,-1,0,0,-1,0,10.0,33124
2,0,1,2,-2,0,1,-1,-2,0,-1,0,20.0,33929
0,-2,0,-1,2,-1,0,2,1,-1,-1,1,18.0,34155
0,0,0,1,-2,0,1,-1,0,0,-1,0,8.0,35252
2,0,-2,-2,-1,-2,-1,1,0,-1,-2,0,24.0,36144
0,0,-2,2,2,-1,1,-1,0,0,-1,0,16.0,36919
0,0,0,1,-2,1,1,2,0,0,0,0,11.0,37756
2,0,0,-1,2,-1,1,-1,0,0,-2,0,16.0,38528
