x1,value,Timestamp
420.7925259679798,0.00393091199907758,5
418.8387676700747,0.5718833922342128,9
421.3121900197112,0.014898401322511745,256
420.2475269149363,0.0656281036395967,491
422.42792408581147,0.2688047566854266,741
420.65158094215883,0.01270440803278916,967
421.5859810127375,0.04809645133025242,1203
421.8574611802416,0.09970437453449676,1483
419.8258497106044,0.1647519467223333,1720
420.25342717439537,0.06455907718162734,1951
419.140869787456,0.4212412256125049,2189
420.938560004044,0.00012770668860184742,2420
