x1,x2,x3,x4,x5,x6,x7,x8,value,Timestamp
2,2,-1,0,-2,2,0,1,5.183635586365643,7
2,-2,0,-2,-1,-2,0,1,5.183635586365643,12
-2,-1,-2,-1,2,0,-1,2,5.304937200273958,16
1,-2,-2,0,-2,2,0,-1,5.183635586365643,24
-1,0,2,-1,0,1,2,-2,4.791248864181821,29
-2,2,-2,-2,-2,1,-1,-2,6.054217315913252,33
-2,-2,-2,0,2,-1,-1,-1,5.304937200273958,40
1,-1,2,-1,-2,2,1,-2,5.422131717799509,45
1,0,1,2,0,1,1,0,3.6253849384403627,48
2,-2,-2,-1,0,0,-2,0,5.057870911647608,573
-2,0,-1,-2,-2,0,-2,2,5.5355308527862945,1080
-2,1,0,-1,0,1,1,0,3.6253849384403627,1557
-2,-1,0,-2,2,1,-2,2,5.645409385190774,2037
-2,1,-1,0,0,-2,1,0,4.181004170736109,2508
-2,-1,-2,0,0,2,2,2,5.5355308527862945,2955
-1,2,1,-2,0,-2,1,0,4.791248864181821,3496
0,0,0,0,0,2,1,0,2.9249490295340626,3977
-2,-1,-1,-1,0,2,1,0,4.34511045350505,4493
2,0,0,2,0,-2,2,0,4.927233671124704,5073
1,-1,0,1,0,-2,1,0,3.6253849384403627,5612
-2,0,0,1,0,-1,1,0,3.4124999244112932,6064
-1,2,-2,1,2,1,-2,2,5.7520109936048485,6230
2,0,0,2,-2,2,1,0,5.057870911647608,6809
2,0,0,2,0,2,1,-2,5.057870911647608,7408
2,0,0,2,0,2,1,0,4.500910227060881,8011
-2,2,0,0,0,2,1,0,4.500910227060881,8569
-1,0,1,0,0,2,1,0,3.4124999244112932,9189
0,0,0,0,0,0,0,0,4.440892098500626e-16,9765
0,0,-1,-1,0,2,0,0,3.180697372139058,10259
0,-2,2,1,0,0,0,0,3.8228421303056384,10839
0,0,-1,0,0,0,2,0,2.9249490295340626,11314
0,0,0,0,0,0,0,1,1.365371531532109,11876
0,0,-2,0,0,0,0,0,2.6375310921083046,12427
-2,-2,-2,2,0,-1,1,-1,5.304937200273958,12477
0,0,0,-1,0,0,0,0,1.365371531532109,13027
0,-2,0,-1,0,0,-2,2,4.500910227060881,13513
2,-1,0,0,-2,1,-1,2,4.791248864181821,13616
0,0,0,2,0,-2,0,-1,3.8228421303056384,14217
0,0,0,0,0,0,0,-1,1.365371531532109,14785
0,2,0,2,0,0,0,2,4.34511045350505,15476
0,0,1,0,0,0,-1,2,3.180697372139058,16203
0,0,1,0,0,0,0,0,1.365371531532109,16723
-1,2,1,1,2,1,-1,0,4.500910227060881,16768
1,0,0,0,0,0,0,0,1.365371531532109,17243
0,1,0,0,0,0,0,0,1.365371531532109,17738
0,0,0,0,0,0,-1,0,1.365371531532109,18250
0,0,0,0,2,0,0,0,2.6375310921083046,18787
2,2,2,-2,2,-2,-2,-2,6.593599079287213,19404
-2,2,2,2,-2,-2,-2,-2,6.593599079287213,19900
2,2,2,-2,2,2,2,2,6.593599079287213,20436
0,0,0,1,0,0,0,0,1.365371531532109,20932
-2,-2,2,-2,-2,-2,2,2,6.593599079287213,21440
-2,-2,2,2,2,2,-2,-2,6.593599079287213,21935
0,0,0,0,-1,0,0,0,1.365371531532109,22426
2,2,-2,-2,2,-2,2,-2,6.593599079287213,22909
2,2,-2,2,-2,-2,-2,-2,6.593599079287213,23399
2,0,2,2,2,-2,-2,2,6.24274206211723,23880
-2,-2,2,-2,-2,-1,-2,-2,6.333554181812733,24355
-2,-2,-2,2,-2,-2,-2,2,6.593599079287213,24840
2,-2,-2,2,2,0,2,2,6.24274206211723,25331
2,-2,2,-2,2,2,-2,-2,6.593599079287213,25807
0,-1,0,0,0,0,0,0,1.365371531532109,26303
-2,2,2,2,-2,2,-2,2,6.593599079287213,26816
2,2,-2,-2,-2,-2,2,2,6.593599079287213,27311
-2,2,-2,2,2,2,2,-2,6.593599079287213,27802
0,0,0,0,0,-1,0,0,1.365371531532109,28287
-2,-2,2,-2,2,-2,2,-2,6.593599079287213,28778
2,1,-1,-1,0,-2,2,0,4.791248864181821,28842
2,2,2,1,-2,-2,2,-2,6.333554181812733,29335
0,2,2,-1,2,0,2,1,5.183635586365643,29398
2,2,-2,-2,2,2,-2,-2,6.593599079287213,29986
2,2,-2,-2,2,-2,-2,2,6.593599079287213,30488
0,0,0,0,0,0,1,0,1.365371531532109,30997
-1,0,0,0,0,0,0,0,1.365371531532109,31558
2,2,1,2,-2,-1,0,1,5.304937200273958,31637
0,0,0,0,0,0,-1,-1,1.903251639280811,32226
0,2,-2,1,-2,2,-2,1,5.645409385190774,32307
-2,-2,-2,-2,-2,-2,2,-2,6.593599079287213,32840
-2,-2,2,2,2,2,2,2,6.593599079287213,33430
2,2,2,-2,-2,2,-2,-1,6.333554181812733,33972
0,0,0,0,0,1,0,0,1.365371531532109,34527
1,-2,-2,-2,2,-2,2,0,5.956229973468808,34603
2,-2,-2,2,2,-2,-2,-2,6.593599079287213,35164
0,0,0,0,1,0,0,0,1.365371531532109,35807
1,1,0,0,0,0,0,0,1.903251639280811,36390
-2,-2,-2,2,-2,2,-2,-2,6.593599079287213,36950
-2,2,2,-2,2,-2,-2,2,6.593599079287213,37537
2,-2,2,-2,-2,2,2,2,6.593599079287213,38190
0,0,1,-1,0,0,0,0,1.903251639280811,38777
