x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,value,Timestamp
-2,1,1,1,2,-2,-1,1,0,-2,2,1,-1,1,-1,1.056912839026017,8
1,-1,1,0,1,2,2,-1,2,2,2,2,1,2,-2,0.9638274989103246,13
-1,-2,-2,0,-1,2,-2,-1,1,2,-2,2,0,-2,0,1.0025030133033923,17
0,-2,-2,2,0,1,-2,-2,-1,0,-2,0,-1,0,2,0.996494714331718,21
-2,0,-1,-1,2,1,1,2,0,1,2,1,-1,0,0,1.0954045095930125,26
-1,2,1,-1,1,-1,1,-2,0,1,1,1,2,0,0,0.9784574147485138,30
1,-2,1,-2,-1,-1,-1,-2,-1,-1,2,0,2,0,2,0.9955537540894621,34
-1,2,-1,2,1,-1,-2,0,0,2,-2,-2,1,-2,-2,1.0000480342834934,38
-1,-2,0,2,2,-1,-2,2,0,-2,-2,1,0,2,-2,1.002855278419925,43
2,2,-2,1,-1,-2,2,0,1,2,-2,0,-1,2,0,1.0143730097044208,48
1,1,2,2,0,2,2,2,-1,-1,-1,2,-1,2,2,0.9919262497879195,52
1,1,-2,-2,-1,1,2,0,1,1,2,1,2,0,2,0.9794362111478445,56
2,2,0,1,-1,-2,-1,-2,1,2,-1,0,2,-1,1,1.022084371366157,61
2,1,0,0,1,-1,1,0,0,-1,0,1,2,1,2,1.1628165465509668,65
1,-1,0,-1,0,1,2,0,-2,0,-1,0,0,-1,2,0.8529753008688058,70
0,0,1,-2,0,2,-1,-1,1,2,-1,2,0,1,2,0.8682389231991667,74
2,2,0,-1,-2,0,-2,0,-2,-2,-2,0,1,-2,2,1.0192467213367593,897
-1,-1,1,-2,0,2,-1,0,-2,0,0,-1,0,-2,2,0.9395275260214808,1713
1,-1,0,-1,0,1,2,1,-2,0,-1,0,0,-1,2,0.8625973557926744,2572
-2,1,0,-2,2,2,2,-1,-2,-1,-1,-1,-2,1,1,1.0358585178932564,3408
-2,-2,1,1,0,1,2,1,-1,-2,0,1,1,2,1,1.0244800372742249,3430
-1,1,1,2,-1,2,1,1,1,2,-1,0,1,1,1,0.9403995339001274,3452
2,0,0,-1,0,1,-2,1,-2,-2,-1,2,0,2,-1,1.103799602047713,4372
1,-1,2,-2,1,1,1,2,-2,2,-2,1,0,-1,2,0.9867317490574673,5238
2,-1,0,-1,0,1,2,0,-2,0,-1,1,0,-1,2,1.1173769312771686,6123
1,-1,0,-1,0,1,2,1,-2,0,-1,0,0,1,2,0.8625973557926744,7016
1,-1,0,-1,1,1,2,1,-2,0,-1,0,0,1,2,0.876827272985091,7997
1,-1,-1,2,1,1,0,1,-2,2,0,0,-2,0,-1,0.930534169512123,8848
0,2,-2,1,-2,1,1,-2,-1,-2,-1,-1,2,-2,-2,0.9995344594866878,8872
1,-1,0,-1,0,1,2,0,-2,0,-1,1,0,-1,2,0.8594951076546682,9768
1,0,0,-1,0,1,2,0,-2,0,-1,0,0,-1,2,0.804939541610619,10698
1,0,0,1,-2,-1,2,-1,-2,0,-1,1,-1,-1,2,0.8980861612451312,11536
1,0,0,-1,0,1,2,0,-2,0,-1,0,1,-1,2,0.8128063146385813,12454
1,0,0,-1,0,1,2,0,-2,0,-1,1,1,-1,2,0.8209882384515128,13396
0,0,0,-1,0,0,2,1,-2,-1,0,1,1,0,2,0.6454992539008351,14251
0,1,0,-1,0,0,2,1,-2,-1,0,1,1,0,2,0.7317616835812586,15191
0,-1,2,-1,0,0,2,1,-2,-2,0,0,1,0,-2,0.9084066536887931,16099
-1,1,0,2,-2,-1,1,0,-1,1,0,-2,1,2,2,0.9425663416644452,16148
-2,1,0,1,-1,0,-2,1,-2,-1,0,2,1,2,2,1.0844735191459238,17079
0,0,0,-1,0,0,2,1,-2,-1,0,2,1,0,2,0.691423292854785,17963
-2,-2,0,-2,-2,-1,2,1,-2,-2,2,0,1,-1,2,1.0157913474678824,18904
0,0,1,-1,2,0,2,1,-2,-1,1,0,-2,1,2,0.846721133166928,19854
0,2,0,-1,1,0,2,2,-2,-2,0,2,2,1,-1,0.9792605736853701,20728
0,0,-1,0,-2,0,1,-1,-2,-1,-2,2,1,1,2,0.8163339337601973,21657
