x1,value,Timestamp
-3.3303018991439926,1.9850199151602514,5
1.0514410501588598,0.5039558507574621,10
-2.4152039478973615,1.7490361030838015,424
-2.4812934579457977,1.7913479585555672,817
0.12919481786467824,0.008338221449794903,831
-0.29504641246449115,0.04323311575886013,1194
-1.0129575239908384,0.47090264728488584,1711
-1.2273672765646744,0.6636587293325005,2065
1.3414169468826698,0.7730766471108657,2444
0.02808569812677497,0.0003945744962755571,2464
-4.216020620600014,1.4806790274312478,2492
0.395743987806747,0.07732913698438071,2860
